index,Country,ObservationDate,Confirmed,Deaths,Recovered,Cases,R,D
4744,Malta,02/16/2020,0,0,0,0,0,0
4745,Mauritania,02/16/2020,0,0,0,0,0,0
4746,Mauritius,02/16/2020,0,0,0,0,0,0
4747,Mexico,02/16/2020,0,0,0,0,0,0
4748,Moldova,02/16/2020,0,0,0,0,0,0
4749,Monaco,02/16/2020,0,0,0,0,0,0
4750,Mongolia,02/16/2020,0,0,0,0,0,0
4751,Montenegro,02/16/2020,0,0,0,0,0,0
4752,Morocco,02/16/2020,0,0,0,0,0,0
4753,Namibia,02/16/2020,0,0,0,0,0,0
4754,Nepal,02/16/2020,1,0,1,1,1,0
4755,Netherlands,02/16/2020,0,0,0,0,0,0
4756,New Zealand,02/16/2020,0,0,0,0,0,0
4757,Nicaragua,02/16/2020,0,0,0,0,0,0
4758,Niger,02/16/2020,0,0,0,0,0,0
4759,Nigeria,02/16/2020,0,0,0,0,0,0
4760,North Macedonia,02/16/2020,0,0,0,0,0,0
4761,Norway,02/16/2020,0,0,0,0,0,0
4762,Oman,02/16/2020,0,0,0,0,0,0
4763,Pakistan,02/16/2020,0,0,0,0,0,0
4764,Panama,02/16/2020,0,0,0,0,0,0
4765,Papua New Guinea,02/16/2020,0,0,0,0,0,0
4766,Paraguay,02/16/2020,0,0,0,0,0,0
4767,Peru,02/16/2020,0,0,0,0,0,0
4768,Philippines,02/16/2020,3,1,1,3,1,1
4769,Poland,02/16/2020,0,0,0,0,0,0
4770,Portugal,02/16/2020,0,0,0,0,0,0
4771,Qatar,02/16/2020,0,0,0,0,0,0
4772,Romania,02/16/2020,0,0,0,0,0,0
4773,Russia,02/16/2020,2,0,2,2,2,0
4774,Rwanda,02/16/2020,0,0,0,0,0,0
4775,Saint Lucia,02/16/2020,0,0,0,0,0,0
4776,Saint Vincent and the Grenadines,02/16/2020,0,0,0,0,0,0
4777,San Marino,02/16/2020,0,0,0,0,0,0
4778,Saudi Arabia,02/16/2020,0,0,0,0,0,0
4779,Senegal,02/16/2020,0,0,0,0,0,0
4780,Serbia,02/16/2020,0,0,0,0,0,0
4781,Seychelles,02/16/2020,0,0,0,0,0,0
4782,Singapore,02/16/2020,75,0,18,75,18,0
4783,Slovakia,02/16/2020,0,0,0,0,0,0
4784,Slovenia,02/16/2020,0,0,0,0,0,0
4785,Somalia,02/16/2020,0,0,0,0,0,0
4786,South Africa,02/16/2020,0,0,0,0,0,0
4787,Spain,02/16/2020,2,0,2,2,2,0
4788,Sri Lanka,02/16/2020,1,0,1,1,1,0
4789,Sudan,02/16/2020,0,0,0,0,0,0
4790,Suriname,02/16/2020,0,0,0,0,0,0
4791,Sweden,02/16/2020,1,0,0,1,0,0
4792,Switzerland,02/16/2020,0,0,0,0,0,0
4793,Taiwan,02/16/2020,20,1,2,20,2,1
4794,Tanzania,02/16/2020,0,0,0,0,0,0
4795,Thailand,02/16/2020,34,0,14,34,14,0
4796,Togo,02/16/2020,0,0,0,0,0,0
4797,Trinidad and Tobago,02/16/2020,0,0,0,0,0,0
4798,Tunisia,02/16/2020,0,0,0,0,0,0
4799,Turkey,02/16/2020,0,0,0,0,0,0
4800,Uganda,02/16/2020,0,0,0,0,0,0
4801,Ukraine,02/16/2020,0,0,0,0,0,0
4802,United Arab Emirates,02/16/2020,9,0,4,9,4,0
4803,United Kingdom,02/16/2020,9,0,8,9,8,0
4804,Uruguay,02/16/2020,0,0,0,0,0,0
4805,US,02/16/2020,13,0,3,13,3,0
4806,Uzbekistan,02/16/2020,0,0,0,0,0,0
4807,Venezuela,02/16/2020,0,0,0,0,0,0
4808,Vietnam,02/16/2020,16,0,7,16,7,0
4809,Zambia,02/16/2020,0,0,0,0,0,0
4810,Zimbabwe,02/16/2020,0,0,0,0,0,0
4811,Dominica,02/16/2020,0,0,0,0,0,0
4812,Grenada,02/16/2020,0,0,0,0,0,0
4813,Mozambique,02/16/2020,0,0,0,0,0,0
4814,Syria,02/16/2020,0,0,0,0,0,0
4815,Timor-Leste,02/16/2020,0,0,0,0,0,0
4816,Belize,02/16/2020,0,0,0,0,0,0
4817,Laos,02/16/2020,0,0,0,0,0,0
4818,Libya,02/16/2020,0,0,0,0,0,0
4819,West Bank and Gaza,02/16/2020,0,0,0,0,0,0
4820,Guinea-Bissau,02/16/2020,0,0,0,0,0,0
4821,Mali,02/16/2020,0,0,0,0,0,0
4822,Saint Kitts and Nevis,02/16/2020,0,0,0,0,0,0
4823,Kosovo,02/16/2020,0,0,0,0,0,0
4824,Burma,02/16/2020,0,0,0,0,0,0
4825,MS Zaandam,02/16/2020,0,0,0,0,0,0
4826,Botswana,02/16/2020,0,0,0,0,0,0
4827,Burundi,02/16/2020,0,0,0,0,0,0
4828,Sierra Leone,02/16/2020,0,0,0,0,0,0
4829,Malawi,02/16/2020,0,0,0,0,0,0
4830,South Sudan,02/16/2020,0,0,0,0,0,0
4831,Western Sahara,02/16/2020,0,0,0,0,0,0
4832,Sao Tome and Principe,02/16/2020,0,0,0,0,0,0
4833,Yemen,02/16/2020,0,0,0,0,0,0
4834,Comoros,02/16/2020,0,0,0,0,0,0
4835,Tajikistan,02/16/2020,0,0,0,0,0,0
4836,Afghanistan,02/17/2020,0,0,0,0,0,0
4837,Albania,02/17/2020,0,0,0,0,0,0
4838,Algeria,02/17/2020,0,0,0,0,0,0
4839,Andorra,02/17/2020,0,0,0,0,0,0
4840,Angola,02/17/2020,0,0,0,0,0,0
4841,Antigua and Barbuda,02/17/2020,0,0,0,0,0,0
4842,Argentina,02/17/2020,0,0,0,0,0,0
4843,Armenia,02/17/2020,0,0,0,0,0,0
4844,Australia,02/17/2020,15,0,10,15,10,0
4845,Azerbaijan,02/17/2020,0,0,0,0,0,0
4846,Bahamas,02/17/2020,0,0,0,0,0,0
4847,Bahrain,02/17/2020,0,0,0,0,0,0
4848,Bangladesh,02/17/2020,0,0,0,0,0,0
4849,Barbados,02/17/2020,0,0,0,0,0,0
4850,Belarus,02/17/2020,0,0,0,0,0,0
4851,Belgium,02/17/2020,1,0,1,1,1,0
4852,Benin,02/17/2020,0,0,0,0,0,0
4853,Bhutan,02/17/2020,0,0,0,0,0,0
4854,Bolivia,02/17/2020,0,0,0,0,0,0
4855,Bosnia and Herzegovina,02/17/2020,0,0,0,0,0,0
4856,Brazil,02/17/2020,0,0,0,0,0,0
4857,Brunei,02/17/2020,0,0,0,0,0,0
4858,Bulgaria,02/17/2020,0,0,0,0,0,0
4859,Burkina Faso,02/17/2020,0,0,0,0,0,0
4860,Cabo Verde,02/17/2020,0,0,0,0,0,0
4861,Cambodia,02/17/2020,1,0,1,1,1,0
4862,Cameroon,02/17/2020,0,0,0,0,0,0
4863,Canada,02/17/2020,7,0,1,7,1,0
4864,Central African Republic,02/17/2020,0,0,0,0,0,0
4865,Chad,02/17/2020,0,0,0,0,0,0
4866,Chile,02/17/2020,0,0,0,0,0,0
4867,China,02/17/2020,72434,1864,12462,72434,12462,1864
4868,Colombia,02/17/2020,0,0,0,0,0,0
4869,Congo (Brazzaville),02/17/2020,0,0,0,0,0,0
4870,Congo (Kinshasa),02/17/2020,0,0,0,0,0,0
4871,Costa Rica,02/17/2020,0,0,0,0,0,0
4872,Cote d'Ivoire,02/17/2020,0,0,0,0,0,0
4873,Croatia,02/17/2020,0,0,0,0,0,0
4874,Diamond Princess,02/17/2020,454,0,0,454,0,0
4875,Cuba,02/17/2020,0,0,0,0,0,0
4876,Cyprus,02/17/2020,0,0,0,0,0,0
4877,Czechia,02/17/2020,0,0,0,0,0,0
4878,Denmark,02/17/2020,0,0,0,0,0,0
4879,Djibouti,02/17/2020,0,0,0,0,0,0
4880,Dominican Republic,02/17/2020,0,0,0,0,0,0
4881,Ecuador,02/17/2020,0,0,0,0,0,0
4882,Egypt,02/17/2020,1,0,0,1,0,0
4883,El Salvador,02/17/2020,0,0,0,0,0,0
4884,Equatorial Guinea,02/17/2020,0,0,0,0,0,0
4885,Eritrea,02/17/2020,0,0,0,0,0,0
4886,Estonia,02/17/2020,0,0,0,0,0,0
4887,Eswatini,02/17/2020,0,0,0,0,0,0
4888,Ethiopia,02/17/2020,0,0,0,0,0,0
4889,Fiji,02/17/2020,0,0,0,0,0,0
4890,Finland,02/17/2020,1,0,1,1,1,0
4891,France,02/17/2020,12,1,4,12,4,1
4892,Gabon,02/17/2020,0,0,0,0,0,0
4893,Gambia,02/17/2020,0,0,0,0,0,0
4894,Georgia,02/17/2020,0,0,0,0,0,0
4895,Germany,02/17/2020,16,0,1,16,1,0
4896,Ghana,02/17/2020,0,0,0,0,0,0
4897,Greece,02/17/2020,0,0,0,0,0,0
4898,Guatemala,02/17/2020,0,0,0,0,0,0
4899,Guinea,02/17/2020,0,0,0,0,0,0
4900,Guyana,02/17/2020,0,0,0,0,0,0
4901,Haiti,02/17/2020,0,0,0,0,0,0
4902,Holy See,02/17/2020,0,0,0,0,0,0
4903,Honduras,02/17/2020,0,0,0,0,0,0
4904,Hungary,02/17/2020,0,0,0,0,0,0
4905,Iceland,02/17/2020,0,0,0,0,0,0
4906,India,02/17/2020,3,0,3,3,3,0
4907,Indonesia,02/17/2020,0,0,0,0,0,0
4908,Iran,02/17/2020,0,0,0,0,0,0
4909,Iraq,02/17/2020,0,0,0,0,0,0
4910,Ireland,02/17/2020,0,0,0,0,0,0
4911,Israel,02/17/2020,0,0,0,0,0,0
4912,Italy,02/17/2020,3,0,0,3,0,0
4913,Jamaica,02/17/2020,0,0,0,0,0,0
4914,Japan,02/17/2020,66,1,12,66,12,1
4915,Jordan,02/17/2020,0,0,0,0,0,0
4916,Kazakhstan,02/17/2020,0,0,0,0,0,0
4917,Kenya,02/17/2020,0,0,0,0,0,0
4918,"Korea, South",02/17/2020,30,0,10,30,10,0
4919,Kuwait,02/17/2020,0,0,0,0,0,0
4920,Kyrgyzstan,02/17/2020,0,0,0,0,0,0
4921,Latvia,02/17/2020,0,0,0,0,0,0
4922,Lebanon,02/17/2020,0,0,0,0,0,0
4923,Liberia,02/17/2020,0,0,0,0,0,0
4924,Liechtenstein,02/17/2020,0,0,0,0,0,0
4925,Lithuania,02/17/2020,0,0,0,0,0,0
4926,Luxembourg,02/17/2020,0,0,0,0,0,0
4927,Madagascar,02/17/2020,0,0,0,0,0,0
4928,Malaysia,02/17/2020,22,0,7,22,7,0
4929,Maldives,02/17/2020,0,0,0,0,0,0
4930,Malta,02/17/2020,0,0,0,0,0,0
4931,Mauritania,02/17/2020,0,0,0,0,0,0
4932,Mauritius,02/17/2020,0,0,0,0,0,0
4933,Mexico,02/17/2020,0,0,0,0,0,0
4934,Moldova,02/17/2020,0,0,0,0,0,0
4935,Monaco,02/17/2020,0,0,0,0,0,0
4936,Mongolia,02/17/2020,0,0,0,0,0,0
4937,Montenegro,02/17/2020,0,0,0,0,0,0
4938,Morocco,02/17/2020,0,0,0,0,0,0
4939,Namibia,02/17/2020,0,0,0,0,0,0
4940,Nepal,02/17/2020,1,0,1,1,1,0
4941,Netherlands,02/17/2020,0,0,0,0,0,0
4942,New Zealand,02/17/2020,0,0,0,0,0,0
4943,Nicaragua,02/17/2020,0,0,0,0,0,0
4944,Niger,02/17/2020,0,0,0,0,0,0
4945,Nigeria,02/17/2020,0,0,0,0,0,0
4946,North Macedonia,02/17/2020,0,0,0,0,0,0
4947,Norway,02/17/2020,0,0,0,0,0,0
4948,Oman,02/17/2020,0,0,0,0,0,0
4949,Pakistan,02/17/2020,0,0,0,0,0,0
4950,Panama,02/17/2020,0,0,0,0,0,0
4951,Papua New Guinea,02/17/2020,0,0,0,0,0,0
4952,Paraguay,02/17/2020,0,0,0,0,0,0
4953,Peru,02/17/2020,0,0,0,0,0,0
4954,Philippines,02/17/2020,3,1,1,3,1,1
4955,Poland,02/17/2020,0,0,0,0,0,0
4956,Portugal,02/17/2020,0,0,0,0,0,0
4957,Qatar,02/17/2020,0,0,0,0,0,0
4958,Romania,02/17/2020,0,0,0,0,0,0
4959,Russia,02/17/2020,2,0,2,2,2,0
4960,Rwanda,02/17/2020,0,0,0,0,0,0
4961,Saint Lucia,02/17/2020,0,0,0,0,0,0
4962,Saint Vincent and the Grenadines,02/17/2020,0,0,0,0,0,0
4963,San Marino,02/17/2020,0,0,0,0,0,0
4964,Saudi Arabia,02/17/2020,0,0,0,0,0,0
4965,Senegal,02/17/2020,0,0,0,0,0,0
4966,Serbia,02/17/2020,0,0,0,0,0,0
4967,Seychelles,02/17/2020,0,0,0,0,0,0
4968,Singapore,02/17/2020,77,0,24,77,24,0
4969,Slovakia,02/17/2020,0,0,0,0,0,0
4970,Slovenia,02/17/2020,0,0,0,0,0,0
4971,Somalia,02/17/2020,0,0,0,0,0,0
4972,South Africa,02/17/2020,0,0,0,0,0,0
4973,Spain,02/17/2020,2,0,2,2,2,0
4974,Sri Lanka,02/17/2020,1,0,1,1,1,0
4975,Sudan,02/17/2020,0,0,0,0,0,0
4976,Suriname,02/17/2020,0,0,0,0,0,0
4977,Sweden,02/17/2020,1,0,0,1,0,0
4978,Switzerland,02/17/2020,0,0,0,0,0,0
4979,Taiwan,02/17/2020,22,1,2,22,2,1
4980,Tanzania,02/17/2020,0,0,0,0,0,0
4981,Thailand,02/17/2020,35,0,15,35,15,0
4982,Togo,02/17/2020,0,0,0,0,0,0
4983,Trinidad and Tobago,02/17/2020,0,0,0,0,0,0
4984,Tunisia,02/17/2020,0,0,0,0,0,0
4985,Turkey,02/17/2020,0,0,0,0,0,0
4986,Uganda,02/17/2020,0,0,0,0,0,0
4987,Ukraine,02/17/2020,0,0,0,0,0,0
4988,United Arab Emirates,02/17/2020,9,0,4,9,4,0
4989,United Kingdom,02/17/2020,9,0,8,9,8,0
4990,Uruguay,02/17/2020,0,0,0,0,0,0
4991,US,02/17/2020,13,0,3,13,3,0
4992,Uzbekistan,02/17/2020,0,0,0,0,0,0
4993,Venezuela,02/17/2020,0,0,0,0,0,0
4994,Vietnam,02/17/2020,16,0,7,16,7,0
4995,Zambia,02/17/2020,0,0,0,0,0,0
4996,Zimbabwe,02/17/2020,0,0,0,0,0,0
4997,Dominica,02/17/2020,0,0,0,0,0,0
4998,Grenada,02/17/2020,0,0,0,0,0,0
4999,Mozambique,02/17/2020,0,0,0,0,0,0
5000,Syria,02/17/2020,0,0,0,0,0,0
5001,Timor-Leste,02/17/2020,0,0,0,0,0,0
5002,Belize,02/17/2020,0,0,0,0,0,0
5003,Laos,02/17/2020,0,0,0,0,0,0
5004,Libya,02/17/2020,0,0,0,0,0,0
5005,West Bank and Gaza,02/17/2020,0,0,0,0,0,0
5006,Guinea-Bissau,02/17/2020,0,0,0,0,0,0
5007,Mali,02/17/2020,0,0,0,0,0,0
5008,Saint Kitts and Nevis,02/17/2020,0,0,0,0,0,0
5009,Kosovo,02/17/2020,0,0,0,0,0,0
5010,Burma,02/17/2020,0,0,0,0,0,0
5011,MS Zaandam,02/17/2020,0,0,0,0,0,0
5012,Botswana,02/17/2020,0,0,0,0,0,0
5013,Burundi,02/17/2020,0,0,0,0,0,0
5014,Sierra Leone,02/17/2020,0,0,0,0,0,0
5015,Malawi,02/17/2020,0,0,0,0,0,0
5016,South Sudan,02/17/2020,0,0,0,0,0,0
5017,Western Sahara,02/17/2020,0,0,0,0,0,0
5018,Sao Tome and Principe,02/17/2020,0,0,0,0,0,0
5019,Yemen,02/17/2020,0,0,0,0,0,0
5020,Comoros,02/17/2020,0,0,0,0,0,0
5021,Tajikistan,02/17/2020,0,0,0,0,0,0
5022,Afghanistan,02/18/2020,0,0,0,0,0,0
5023,Albania,02/18/2020,0,0,0,0,0,0
5024,Algeria,02/18/2020,0,0,0,0,0,0
5025,Andorra,02/18/2020,0,0,0,0,0,0
5026,Angola,02/18/2020,0,0,0,0,0,0
5027,Antigua and Barbuda,02/18/2020,0,0,0,0,0,0
5028,Argentina,02/18/2020,0,0,0,0,0,0
5029,Armenia,02/18/2020,0,0,0,0,0,0
5030,Australia,02/18/2020,15,0,10,15,10,0
5031,Azerbaijan,02/18/2020,0,0,0,0,0,0
5032,Bahamas,02/18/2020,0,0,0,0,0,0
5033,Bahrain,02/18/2020,0,0,0,0,0,0
5034,Bangladesh,02/18/2020,0,0,0,0,0,0
5035,Barbados,02/18/2020,0,0,0,0,0,0
5036,Belarus,02/18/2020,0,0,0,0,0,0
5037,Belgium,02/18/2020,1,0,1,1,1,0
5038,Benin,02/18/2020,0,0,0,0,0,0
5039,Bhutan,02/18/2020,0,0,0,0,0,0
5040,Bolivia,02/18/2020,0,0,0,0,0,0
5041,Bosnia and Herzegovina,02/18/2020,0,0,0,0,0,0
5042,Brazil,02/18/2020,0,0,0,0,0,0
5043,Brunei,02/18/2020,0,0,0,0,0,0
5044,Bulgaria,02/18/2020,0,0,0,0,0,0
5045,Burkina Faso,02/18/2020,0,0,0,0,0,0
5046,Cabo Verde,02/18/2020,0,0,0,0,0,0
5047,Cambodia,02/18/2020,1,0,1,1,1,0
5048,Cameroon,02/18/2020,0,0,0,0,0,0
5049,Canada,02/18/2020,8,0,1,8,1,0
5050,Central African Republic,02/18/2020,0,0,0,0,0,0
5051,Chad,02/18/2020,0,0,0,0,0,0
5052,Chile,02/18/2020,0,0,0,0,0,0
5053,China,02/18/2020,74211,2003,14206,74211,14206,2003
5054,Colombia,02/18/2020,0,0,0,0,0,0
5055,Congo (Brazzaville),02/18/2020,0,0,0,0,0,0
5056,Congo (Kinshasa),02/18/2020,0,0,0,0,0,0
5057,Costa Rica,02/18/2020,0,0,0,0,0,0
5058,Cote d'Ivoire,02/18/2020,0,0,0,0,0,0
5059,Croatia,02/18/2020,0,0,0,0,0,0
5060,Diamond Princess,02/18/2020,542,0,0,542,0,0
5061,Cuba,02/18/2020,0,0,0,0,0,0
5062,Cyprus,02/18/2020,0,0,0,0,0,0
5063,Czechia,02/18/2020,0,0,0,0,0,0
5064,Denmark,02/18/2020,0,0,0,0,0,0
5065,Djibouti,02/18/2020,0,0,0,0,0,0
5066,Dominican Republic,02/18/2020,0,0,0,0,0,0
5067,Ecuador,02/18/2020,0,0,0,0,0,0
5068,Egypt,02/18/2020,1,0,0,1,0,0
5069,El Salvador,02/18/2020,0,0,0,0,0,0
5070,Equatorial Guinea,02/18/2020,0,0,0,0,0,0
5071,Eritrea,02/18/2020,0,0,0,0,0,0
5072,Estonia,02/18/2020,0,0,0,0,0,0
5073,Eswatini,02/18/2020,0,0,0,0,0,0
5074,Ethiopia,02/18/2020,0,0,0,0,0,0
5075,Fiji,02/18/2020,0,0,0,0,0,0
5076,Finland,02/18/2020,1,0,1,1,1,0
5077,France,02/18/2020,12,1,4,12,4,1
5078,Gabon,02/18/2020,0,0,0,0,0,0
5079,Gambia,02/18/2020,0,0,0,0,0,0
5080,Georgia,02/18/2020,0,0,0,0,0,0
5081,Germany,02/18/2020,16,0,12,16,12,0
5082,Ghana,02/18/2020,0,0,0,0,0,0
5083,Greece,02/18/2020,0,0,0,0,0,0
5084,Guatemala,02/18/2020,0,0,0,0,0,0
5085,Guinea,02/18/2020,0,0,0,0,0,0
5086,Guyana,02/18/2020,0,0,0,0,0,0
5087,Haiti,02/18/2020,0,0,0,0,0,0
5088,Holy See,02/18/2020,0,0,0,0,0,0
5089,Honduras,02/18/2020,0,0,0,0,0,0
5090,Hungary,02/18/2020,0,0,0,0,0,0
5091,Iceland,02/18/2020,0,0,0,0,0,0
5092,India,02/18/2020,3,0,3,3,3,0
5093,Indonesia,02/18/2020,0,0,0,0,0,0
5094,Iran,02/18/2020,0,0,0,0,0,0
5095,Iraq,02/18/2020,0,0,0,0,0,0
5096,Ireland,02/18/2020,0,0,0,0,0,0
5097,Israel,02/18/2020,0,0,0,0,0,0
5098,Italy,02/18/2020,3,0,0,3,0,0
5099,Jamaica,02/18/2020,0,0,0,0,0,0
5100,Japan,02/18/2020,74,1,13,74,13,1
5101,Jordan,02/18/2020,0,0,0,0,0,0
5102,Kazakhstan,02/18/2020,0,0,0,0,0,0
5103,Kenya,02/18/2020,0,0,0,0,0,0
5104,"Korea, South",02/18/2020,31,0,12,31,12,0
5105,Kuwait,02/18/2020,0,0,0,0,0,0
5106,Kyrgyzstan,02/18/2020,0,0,0,0,0,0
5107,Latvia,02/18/2020,0,0,0,0,0,0
5108,Lebanon,02/18/2020,0,0,0,0,0,0
5109,Liberia,02/18/2020,0,0,0,0,0,0
5110,Liechtenstein,02/18/2020,0,0,0,0,0,0
5111,Lithuania,02/18/2020,0,0,0,0,0,0
5112,Luxembourg,02/18/2020,0,0,0,0,0,0
5113,Madagascar,02/18/2020,0,0,0,0,0,0
5114,Malaysia,02/18/2020,22,0,13,22,13,0
5115,Maldives,02/18/2020,0,0,0,0,0,0
5116,Malta,02/18/2020,0,0,0,0,0,0
5117,Mauritania,02/18/2020,0,0,0,0,0,0
5118,Mauritius,02/18/2020,0,0,0,0,0,0
5119,Mexico,02/18/2020,0,0,0,0,0,0
5120,Moldova,02/18/2020,0,0,0,0,0,0
5121,Monaco,02/18/2020,0,0,0,0,0,0
5122,Mongolia,02/18/2020,0,0,0,0,0,0
5123,Montenegro,02/18/2020,0,0,0,0,0,0
5124,Morocco,02/18/2020,0,0,0,0,0,0
5125,Namibia,02/18/2020,0,0,0,0,0,0
5126,Nepal,02/18/2020,1,0,1,1,1,0
5127,Netherlands,02/18/2020,0,0,0,0,0,0
5128,New Zealand,02/18/2020,0,0,0,0,0,0
5129,Nicaragua,02/18/2020,0,0,0,0,0,0
5130,Niger,02/18/2020,0,0,0,0,0,0
5131,Nigeria,02/18/2020,0,0,0,0,0,0
5132,North Macedonia,02/18/2020,0,0,0,0,0,0
5133,Norway,02/18/2020,0,0,0,0,0,0
5134,Oman,02/18/2020,0,0,0,0,0,0
5135,Pakistan,02/18/2020,0,0,0,0,0,0
5136,Panama,02/18/2020,0,0,0,0,0,0
5137,Papua New Guinea,02/18/2020,0,0,0,0,0,0
5138,Paraguay,02/18/2020,0,0,0,0,0,0
5139,Peru,02/18/2020,0,0,0,0,0,0
5140,Philippines,02/18/2020,3,1,1,3,1,1
5141,Poland,02/18/2020,0,0,0,0,0,0
5142,Portugal,02/18/2020,0,0,0,0,0,0
5143,Qatar,02/18/2020,0,0,0,0,0,0
5144,Romania,02/18/2020,0,0,0,0,0,0
5145,Russia,02/18/2020,2,0,2,2,2,0
5146,Rwanda,02/18/2020,0,0,0,0,0,0
5147,Saint Lucia,02/18/2020,0,0,0,0,0,0
5148,Saint Vincent and the Grenadines,02/18/2020,0,0,0,0,0,0
5149,San Marino,02/18/2020,0,0,0,0,0,0
5150,Saudi Arabia,02/18/2020,0,0,0,0,0,0
5151,Senegal,02/18/2020,0,0,0,0,0,0
5152,Serbia,02/18/2020,0,0,0,0,0,0
5153,Seychelles,02/18/2020,0,0,0,0,0,0
5154,Singapore,02/18/2020,81,0,29,81,29,0
5155,Slovakia,02/18/2020,0,0,0,0,0,0
5156,Slovenia,02/18/2020,0,0,0,0,0,0
5157,Somalia,02/18/2020,0,0,0,0,0,0
5158,South Africa,02/18/2020,0,0,0,0,0,0
5159,Spain,02/18/2020,2,0,2,2,2,0
5160,Sri Lanka,02/18/2020,1,0,1,1,1,0
5161,Sudan,02/18/2020,0,0,0,0,0,0
5162,Suriname,02/18/2020,0,0,0,0,0,0
5163,Sweden,02/18/2020,1,0,0,1,0,0
5164,Switzerland,02/18/2020,0,0,0,0,0,0
5165,Taiwan,02/18/2020,22,1,2,22,2,1
5166,Tanzania,02/18/2020,0,0,0,0,0,0
5167,Thailand,02/18/2020,35,0,15,35,15,0
5168,Togo,02/18/2020,0,0,0,0,0,0
5169,Trinidad and Tobago,02/18/2020,0,0,0,0,0,0
5170,Tunisia,02/18/2020,0,0,0,0,0,0
5171,Turkey,02/18/2020,0,0,0,0,0,0
5172,Uganda,02/18/2020,0,0,0,0,0,0
5173,Ukraine,02/18/2020,0,0,0,0,0,0
5174,United Arab Emirates,02/18/2020,9,0,4,9,4,0
5175,United Kingdom,02/18/2020,9,0,8,9,8,0
5176,Uruguay,02/18/2020,0,0,0,0,0,0
5177,US,02/18/2020,13,0,3,13,3,0
5178,Uzbekistan,02/18/2020,0,0,0,0,0,0
5179,Venezuela,02/18/2020,0,0,0,0,0,0
5180,Vietnam,02/18/2020,16,0,7,16,7,0
5181,Zambia,02/18/2020,0,0,0,0,0,0
5182,Zimbabwe,02/18/2020,0,0,0,0,0,0
5183,Dominica,02/18/2020,0,0,0,0,0,0
5184,Grenada,02/18/2020,0,0,0,0,0,0
5185,Mozambique,02/18/2020,0,0,0,0,0,0
5186,Syria,02/18/2020,0,0,0,0,0,0
5187,Timor-Leste,02/18/2020,0,0,0,0,0,0
5188,Belize,02/18/2020,0,0,0,0,0,0
5189,Laos,02/18/2020,0,0,0,0,0,0
5190,Libya,02/18/2020,0,0,0,0,0,0
5191,West Bank and Gaza,02/18/2020,0,0,0,0,0,0
5192,Guinea-Bissau,02/18/2020,0,0,0,0,0,0
5193,Mali,02/18/2020,0,0,0,0,0,0
5194,Saint Kitts and Nevis,02/18/2020,0,0,0,0,0,0
5195,Kosovo,02/18/2020,0,0,0,0,0,0
5196,Burma,02/18/2020,0,0,0,0,0,0
5197,MS Zaandam,02/18/2020,0,0,0,0,0,0
5198,Botswana,02/18/2020,0,0,0,0,0,0
5199,Burundi,02/18/2020,0,0,0,0,0,0
5200,Sierra Leone,02/18/2020,0,0,0,0,0,0
5201,Malawi,02/18/2020,0,0,0,0,0,0
5202,South Sudan,02/18/2020,0,0,0,0,0,0
5203,Western Sahara,02/18/2020,0,0,0,0,0,0
5204,Sao Tome and Principe,02/18/2020,0,0,0,0,0,0
5205,Yemen,02/18/2020,0,0,0,0,0,0
5206,Comoros,02/18/2020,0,0,0,0,0,0
5207,Tajikistan,02/18/2020,0,0,0,0,0,0
5208,Afghanistan,02/19/2020,0,0,0,0,0,0
5209,Albania,02/19/2020,0,0,0,0,0,0
5210,Algeria,02/19/2020,0,0,0,0,0,0
5211,Andorra,02/19/2020,0,0,0,0,0,0
5212,Angola,02/19/2020,0,0,0,0,0,0
5213,Antigua and Barbuda,02/19/2020,0,0,0,0,0,0
5214,Argentina,02/19/2020,0,0,0,0,0,0
5215,Armenia,02/19/2020,0,0,0,0,0,0
5216,Australia,02/19/2020,15,0,10,15,10,0
5217,Azerbaijan,02/19/2020,0,0,0,0,0,0
5218,Bahamas,02/19/2020,0,0,0,0,0,0
5219,Bahrain,02/19/2020,0,0,0,0,0,0
5220,Bangladesh,02/19/2020,0,0,0,0,0,0
5221,Barbados,02/19/2020,0,0,0,0,0,0
5222,Belarus,02/19/2020,0,0,0,0,0,0
5223,Belgium,02/19/2020,1,0,1,1,1,0
5224,Benin,02/19/2020,0,0,0,0,0,0
5225,Bhutan,02/19/2020,0,0,0,0,0,0
5226,Bolivia,02/19/2020,0,0,0,0,0,0
5227,Bosnia and Herzegovina,02/19/2020,0,0,0,0,0,0
5228,Brazil,02/19/2020,0,0,0,0,0,0
5229,Brunei,02/19/2020,0,0,0,0,0,0
5230,Bulgaria,02/19/2020,0,0,0,0,0,0
5231,Burkina Faso,02/19/2020,0,0,0,0,0,0
5232,Cabo Verde,02/19/2020,0,0,0,0,0,0
5233,Cambodia,02/19/2020,1,0,1,1,1,0
5234,Cameroon,02/19/2020,0,0,0,0,0,0
5235,Canada,02/19/2020,8,0,1,8,1,0
5236,Central African Republic,02/19/2020,0,0,0,0,0,0
5237,Chad,02/19/2020,0,0,0,0,0,0
5238,Chile,02/19/2020,0,0,0,0,0,0
5239,China,02/19/2020,74619,2116,15962,74619,15962,2116
5240,Colombia,02/19/2020,0,0,0,0,0,0
5241,Congo (Brazzaville),02/19/2020,0,0,0,0,0,0
5242,Congo (Kinshasa),02/19/2020,0,0,0,0,0,0
