index,Country,ObservationDate,Confirmed,Deaths,Recovered,Cases,R,D
520,Tunisia,01/24/2020,0,0,0,0,0,0
521,Turkey,01/24/2020,0,0,0,0,0,0
522,Uganda,01/24/2020,0,0,0,0,0,0
523,Ukraine,01/24/2020,0,0,0,0,0,0
524,United Arab Emirates,01/24/2020,0,0,0,0,0,0
525,United Kingdom,01/24/2020,0,0,0,0,0,0
526,Uruguay,01/24/2020,0,0,0,0,0,0
527,US,01/24/2020,2,0,0,2,0,0
528,Uzbekistan,01/24/2020,0,0,0,0,0,0
529,Venezuela,01/24/2020,0,0,0,0,0,0
530,Vietnam,01/24/2020,2,0,0,2,0,0
531,Zambia,01/24/2020,0,0,0,0,0,0
532,Zimbabwe,01/24/2020,0,0,0,0,0,0
533,Dominica,01/24/2020,0,0,0,0,0,0
534,Grenada,01/24/2020,0,0,0,0,0,0
535,Mozambique,01/24/2020,0,0,0,0,0,0
536,Syria,01/24/2020,0,0,0,0,0,0
537,Timor-Leste,01/24/2020,0,0,0,0,0,0
538,Belize,01/24/2020,0,0,0,0,0,0
539,Laos,01/24/2020,0,0,0,0,0,0
540,Libya,01/24/2020,0,0,0,0,0,0
541,West Bank and Gaza,01/24/2020,0,0,0,0,0,0
542,Guinea-Bissau,01/24/2020,0,0,0,0,0,0
543,Mali,01/24/2020,0,0,0,0,0,0
544,Saint Kitts and Nevis,01/24/2020,0,0,0,0,0,0
545,Kosovo,01/24/2020,0,0,0,0,0,0
546,Burma,01/24/2020,0,0,0,0,0,0
547,MS Zaandam,01/24/2020,0,0,0,0,0,0
548,Botswana,01/24/2020,0,0,0,0,0,0
549,Burundi,01/24/2020,0,0,0,0,0,0
550,Sierra Leone,01/24/2020,0,0,0,0,0,0
551,Malawi,01/24/2020,0,0,0,0,0,0
552,South Sudan,01/24/2020,0,0,0,0,0,0
553,Western Sahara,01/24/2020,0,0,0,0,0,0
554,Sao Tome and Principe,01/24/2020,0,0,0,0,0,0
555,Yemen,01/24/2020,0,0,0,0,0,0
556,Comoros,01/24/2020,0,0,0,0,0,0
557,Tajikistan,01/24/2020,0,0,0,0,0,0
558,Afghanistan,01/25/2020,0,0,0,0,0,0
559,Albania,01/25/2020,0,0,0,0,0,0
560,Algeria,01/25/2020,0,0,0,0,0,0
561,Andorra,01/25/2020,0,0,0,0,0,0
562,Angola,01/25/2020,0,0,0,0,0,0
563,Antigua and Barbuda,01/25/2020,0,0,0,0,0,0
564,Argentina,01/25/2020,0,0,0,0,0,0
565,Armenia,01/25/2020,0,0,0,0,0,0
566,Australia,01/25/2020,0,0,0,0,0,0
567,Azerbaijan,01/25/2020,0,0,0,0,0,0
568,Bahamas,01/25/2020,0,0,0,0,0,0
569,Bahrain,01/25/2020,0,0,0,0,0,0
570,Bangladesh,01/25/2020,0,0,0,0,0,0
571,Barbados,01/25/2020,0,0,0,0,0,0
572,Belarus,01/25/2020,0,0,0,0,0,0
573,Belgium,01/25/2020,0,0,0,0,0,0
574,Benin,01/25/2020,0,0,0,0,0,0
575,Bhutan,01/25/2020,0,0,0,0,0,0
576,Bolivia,01/25/2020,0,0,0,0,0,0
577,Bosnia and Herzegovina,01/25/2020,0,0,0,0,0,0
578,Brazil,01/25/2020,0,0,0,0,0,0
579,Brunei,01/25/2020,0,0,0,0,0,0
580,Bulgaria,01/25/2020,0,0,0,0,0,0
581,Burkina Faso,01/25/2020,0,0,0,0,0,0
582,Cabo Verde,01/25/2020,0,0,0,0,0,0
583,Cambodia,01/25/2020,0,0,0,0,0,0
584,Cameroon,01/25/2020,0,0,0,0,0,0
585,Canada,01/25/2020,0,0,0,0,0,0
586,Central African Republic,01/25/2020,0,0,0,0,0,0
587,Chad,01/25/2020,0,0,0,0,0,0
588,Chile,01/25/2020,0,0,0,0,0,0
589,China,01/25/2020,1406,42,39,1406,39,42
590,Colombia,01/25/2020,0,0,0,0,0,0
591,Congo (Brazzaville),01/25/2020,0,0,0,0,0,0
592,Congo (Kinshasa),01/25/2020,0,0,0,0,0,0
593,Costa Rica,01/25/2020,0,0,0,0,0,0
594,Cote d'Ivoire,01/25/2020,0,0,0,0,0,0
595,Croatia,01/25/2020,0,0,0,0,0,0
596,Diamond Princess,01/25/2020,0,0,0,0,0,0
597,Cuba,01/25/2020,0,0,0,0,0,0
598,Cyprus,01/25/2020,0,0,0,0,0,0
599,Czechia,01/25/2020,0,0,0,0,0,0
600,Denmark,01/25/2020,0,0,0,0,0,0
601,Djibouti,01/25/2020,0,0,0,0,0,0
602,Dominican Republic,01/25/2020,0,0,0,0,0,0
603,Ecuador,01/25/2020,0,0,0,0,0,0
604,Egypt,01/25/2020,0,0,0,0,0,0
605,El Salvador,01/25/2020,0,0,0,0,0,0
606,Equatorial Guinea,01/25/2020,0,0,0,0,0,0
607,Eritrea,01/25/2020,0,0,0,0,0,0
608,Estonia,01/25/2020,0,0,0,0,0,0
609,Eswatini,01/25/2020,0,0,0,0,0,0
610,Ethiopia,01/25/2020,0,0,0,0,0,0
611,Fiji,01/25/2020,0,0,0,0,0,0
612,Finland,01/25/2020,0,0,0,0,0,0
613,France,01/25/2020,3,0,0,3,0,0
614,Gabon,01/25/2020,0,0,0,0,0,0
615,Gambia,01/25/2020,0,0,0,0,0,0
616,Georgia,01/25/2020,0,0,0,0,0,0
617,Germany,01/25/2020,0,0,0,0,0,0
618,Ghana,01/25/2020,0,0,0,0,0,0
619,Greece,01/25/2020,0,0,0,0,0,0
620,Guatemala,01/25/2020,0,0,0,0,0,0
621,Guinea,01/25/2020,0,0,0,0,0,0
622,Guyana,01/25/2020,0,0,0,0,0,0
623,Haiti,01/25/2020,0,0,0,0,0,0
624,Holy See,01/25/2020,0,0,0,0,0,0
625,Honduras,01/25/2020,0,0,0,0,0,0
626,Hungary,01/25/2020,0,0,0,0,0,0
627,Iceland,01/25/2020,0,0,0,0,0,0
628,India,01/25/2020,0,0,0,0,0,0
629,Indonesia,01/25/2020,0,0,0,0,0,0
630,Iran,01/25/2020,0,0,0,0,0,0
631,Iraq,01/25/2020,0,0,0,0,0,0
632,Ireland,01/25/2020,0,0,0,0,0,0
633,Israel,01/25/2020,0,0,0,0,0,0
634,Italy,01/25/2020,0,0,0,0,0,0
635,Jamaica,01/25/2020,0,0,0,0,0,0
636,Japan,01/25/2020,2,0,0,2,0,0
637,Jordan,01/25/2020,0,0,0,0,0,0
638,Kazakhstan,01/25/2020,0,0,0,0,0,0
639,Kenya,01/25/2020,0,0,0,0,0,0
640,"Korea, South",01/25/2020,2,0,0,2,0,0
641,Kuwait,01/25/2020,0,0,0,0,0,0
642,Kyrgyzstan,01/25/2020,0,0,0,0,0,0
643,Latvia,01/25/2020,0,0,0,0,0,0
644,Lebanon,01/25/2020,0,0,0,0,0,0
645,Liberia,01/25/2020,0,0,0,0,0,0
646,Liechtenstein,01/25/2020,0,0,0,0,0,0
647,Lithuania,01/25/2020,0,0,0,0,0,0
648,Luxembourg,01/25/2020,0,0,0,0,0,0
649,Madagascar,01/25/2020,0,0,0,0,0,0
650,Malaysia,01/25/2020,3,0,0,3,0,0
651,Maldives,01/25/2020,0,0,0,0,0,0
652,Malta,01/25/2020,0,0,0,0,0,0
653,Mauritania,01/25/2020,0,0,0,0,0,0
654,Mauritius,01/25/2020,0,0,0,0,0,0
655,Mexico,01/25/2020,0,0,0,0,0,0
656,Moldova,01/25/2020,0,0,0,0,0,0
657,Monaco,01/25/2020,0,0,0,0,0,0
658,Mongolia,01/25/2020,0,0,0,0,0,0
659,Montenegro,01/25/2020,0,0,0,0,0,0
660,Morocco,01/25/2020,0,0,0,0,0,0
661,Namibia,01/25/2020,0,0,0,0,0,0
662,Nepal,01/25/2020,1,0,0,1,0,0
663,Netherlands,01/25/2020,0,0,0,0,0,0
664,New Zealand,01/25/2020,0,0,0,0,0,0
665,Nicaragua,01/25/2020,0,0,0,0,0,0
666,Niger,01/25/2020,0,0,0,0,0,0
667,Nigeria,01/25/2020,0,0,0,0,0,0
668,North Macedonia,01/25/2020,0,0,0,0,0,0
669,Norway,01/25/2020,0,0,0,0,0,0
670,Oman,01/25/2020,0,0,0,0,0,0
671,Pakistan,01/25/2020,0,0,0,0,0,0
672,Panama,01/25/2020,0,0,0,0,0,0
673,Papua New Guinea,01/25/2020,0,0,0,0,0,0
674,Paraguay,01/25/2020,0,0,0,0,0,0
675,Peru,01/25/2020,0,0,0,0,0,0
676,Philippines,01/25/2020,0,0,0,0,0,0
677,Poland,01/25/2020,0,0,0,0,0,0
678,Portugal,01/25/2020,0,0,0,0,0,0
679,Qatar,01/25/2020,0,0,0,0,0,0
680,Romania,01/25/2020,0,0,0,0,0,0
681,Russia,01/25/2020,0,0,0,0,0,0
682,Rwanda,01/25/2020,0,0,0,0,0,0
683,Saint Lucia,01/25/2020,0,0,0,0,0,0
684,Saint Vincent and the Grenadines,01/25/2020,0,0,0,0,0,0
685,San Marino,01/25/2020,0,0,0,0,0,0
686,Saudi Arabia,01/25/2020,0,0,0,0,0,0
687,Senegal,01/25/2020,0,0,0,0,0,0
688,Serbia,01/25/2020,0,0,0,0,0,0
689,Seychelles,01/25/2020,0,0,0,0,0,0
690,Singapore,01/25/2020,3,0,0,3,0,0
691,Slovakia,01/25/2020,0,0,0,0,0,0
692,Slovenia,01/25/2020,0,0,0,0,0,0
693,Somalia,01/25/2020,0,0,0,0,0,0
694,South Africa,01/25/2020,0,0,0,0,0,0
695,Spain,01/25/2020,0,0,0,0,0,0
696,Sri Lanka,01/25/2020,0,0,0,0,0,0
697,Sudan,01/25/2020,0,0,0,0,0,0
698,Suriname,01/25/2020,0,0,0,0,0,0
699,Sweden,01/25/2020,0,0,0,0,0,0
700,Switzerland,01/25/2020,0,0,0,0,0,0
701,Taiwan,01/25/2020,3,0,0,3,0,0
702,Tanzania,01/25/2020,0,0,0,0,0,0
703,Thailand,01/25/2020,7,0,0,7,0,0
704,Togo,01/25/2020,0,0,0,0,0,0
705,Trinidad and Tobago,01/25/2020,0,0,0,0,0,0
706,Tunisia,01/25/2020,0,0,0,0,0,0
707,Turkey,01/25/2020,0,0,0,0,0,0
708,Uganda,01/25/2020,0,0,0,0,0,0
709,Ukraine,01/25/2020,0,0,0,0,0,0
710,United Arab Emirates,01/25/2020,0,0,0,0,0,0
711,United Kingdom,01/25/2020,0,0,0,0,0,0
712,Uruguay,01/25/2020,0,0,0,0,0,0
713,US,01/25/2020,2,0,0,2,0,0
714,Uzbekistan,01/25/2020,0,0,0,0,0,0
715,Venezuela,01/25/2020,0,0,0,0,0,0
716,Vietnam,01/25/2020,2,0,0,2,0,0
717,Zambia,01/25/2020,0,0,0,0,0,0
718,Zimbabwe,01/25/2020,0,0,0,0,0,0
719,Dominica,01/25/2020,0,0,0,0,0,0
720,Grenada,01/25/2020,0,0,0,0,0,0
721,Mozambique,01/25/2020,0,0,0,0,0,0
722,Syria,01/25/2020,0,0,0,0,0,0
723,Timor-Leste,01/25/2020,0,0,0,0,0,0
724,Belize,01/25/2020,0,0,0,0,0,0
725,Laos,01/25/2020,0,0,0,0,0,0
726,Libya,01/25/2020,0,0,0,0,0,0
727,West Bank and Gaza,01/25/2020,0,0,0,0,0,0
728,Guinea-Bissau,01/25/2020,0,0,0,0,0,0
729,Mali,01/25/2020,0,0,0,0,0,0
730,Saint Kitts and Nevis,01/25/2020,0,0,0,0,0,0
731,Kosovo,01/25/2020,0,0,0,0,0,0
732,Burma,01/25/2020,0,0,0,0,0,0
733,MS Zaandam,01/25/2020,0,0,0,0,0,0
734,Botswana,01/25/2020,0,0,0,0,0,0
735,Burundi,01/25/2020,0,0,0,0,0,0
736,Sierra Leone,01/25/2020,0,0,0,0,0,0
737,Malawi,01/25/2020,0,0,0,0,0,0
738,South Sudan,01/25/2020,0,0,0,0,0,0
739,Western Sahara,01/25/2020,0,0,0,0,0,0
740,Sao Tome and Principe,01/25/2020,0,0,0,0,0,0
741,Yemen,01/25/2020,0,0,0,0,0,0
742,Comoros,01/25/2020,0,0,0,0,0,0
743,Tajikistan,01/25/2020,0,0,0,0,0,0
744,Afghanistan,01/26/2020,0,0,0,0,0,0
745,Albania,01/26/2020,0,0,0,0,0,0
746,Algeria,01/26/2020,0,0,0,0,0,0
747,Andorra,01/26/2020,0,0,0,0,0,0
748,Angola,01/26/2020,0,0,0,0,0,0
749,Antigua and Barbuda,01/26/2020,0,0,0,0,0,0
750,Argentina,01/26/2020,0,0,0,0,0,0
751,Armenia,01/26/2020,0,0,0,0,0,0
752,Australia,01/26/2020,4,0,0,4,0,0
753,Azerbaijan,01/26/2020,0,0,0,0,0,0
754,Bahamas,01/26/2020,0,0,0,0,0,0
755,Bahrain,01/26/2020,0,0,0,0,0,0
756,Bangladesh,01/26/2020,0,0,0,0,0,0
757,Barbados,01/26/2020,0,0,0,0,0,0
758,Belarus,01/26/2020,0,0,0,0,0,0
759,Belgium,01/26/2020,0,0,0,0,0,0
760,Benin,01/26/2020,0,0,0,0,0,0
761,Bhutan,01/26/2020,0,0,0,0,0,0
762,Bolivia,01/26/2020,0,0,0,0,0,0
763,Bosnia and Herzegovina,01/26/2020,0,0,0,0,0,0
764,Brazil,01/26/2020,0,0,0,0,0,0
765,Brunei,01/26/2020,0,0,0,0,0,0
766,Bulgaria,01/26/2020,0,0,0,0,0,0
767,Burkina Faso,01/26/2020,0,0,0,0,0,0
768,Cabo Verde,01/26/2020,0,0,0,0,0,0
769,Cambodia,01/26/2020,0,0,0,0,0,0
770,Cameroon,01/26/2020,0,0,0,0,0,0
771,Canada,01/26/2020,1,0,0,1,0,0
772,Central African Republic,01/26/2020,0,0,0,0,0,0
773,Chad,01/26/2020,0,0,0,0,0,0
774,Chile,01/26/2020,0,0,0,0,0,0
775,China,01/26/2020,2075,56,49,2075,49,56
776,Colombia,01/26/2020,0,0,0,0,0,0
777,Congo (Brazzaville),01/26/2020,0,0,0,0,0,0
778,Congo (Kinshasa),01/26/2020,0,0,0,0,0,0
779,Costa Rica,01/26/2020,0,0,0,0,0,0
780,Cote d'Ivoire,01/26/2020,0,0,0,0,0,0
781,Croatia,01/26/2020,0,0,0,0,0,0
782,Diamond Princess,01/26/2020,0,0,0,0,0,0
783,Cuba,01/26/2020,0,0,0,0,0,0
784,Cyprus,01/26/2020,0,0,0,0,0,0
785,Czechia,01/26/2020,0,0,0,0,0,0
786,Denmark,01/26/2020,0,0,0,0,0,0
787,Djibouti,01/26/2020,0,0,0,0,0,0
788,Dominican Republic,01/26/2020,0,0,0,0,0,0
789,Ecuador,01/26/2020,0,0,0,0,0,0
790,Egypt,01/26/2020,0,0,0,0,0,0
791,El Salvador,01/26/2020,0,0,0,0,0,0
792,Equatorial Guinea,01/26/2020,0,0,0,0,0,0
793,Eritrea,01/26/2020,0,0,0,0,0,0
794,Estonia,01/26/2020,0,0,0,0,0,0
795,Eswatini,01/26/2020,0,0,0,0,0,0
796,Ethiopia,01/26/2020,0,0,0,0,0,0
797,Fiji,01/26/2020,0,0,0,0,0,0
798,Finland,01/26/2020,0,0,0,0,0,0
799,France,01/26/2020,3,0,0,3,0,0
800,Gabon,01/26/2020,0,0,0,0,0,0
801,Gambia,01/26/2020,0,0,0,0,0,0
802,Georgia,01/26/2020,0,0,0,0,0,0
803,Germany,01/26/2020,0,0,0,0,0,0
804,Ghana,01/26/2020,0,0,0,0,0,0
805,Greece,01/26/2020,0,0,0,0,0,0
806,Guatemala,01/26/2020,0,0,0,0,0,0
807,Guinea,01/26/2020,0,0,0,0,0,0
808,Guyana,01/26/2020,0,0,0,0,0,0
809,Haiti,01/26/2020,0,0,0,0,0,0
810,Holy See,01/26/2020,0,0,0,0,0,0
811,Honduras,01/26/2020,0,0,0,0,0,0
812,Hungary,01/26/2020,0,0,0,0,0,0
813,Iceland,01/26/2020,0,0,0,0,0,0
814,India,01/26/2020,0,0,0,0,0,0
815,Indonesia,01/26/2020,0,0,0,0,0,0
816,Iran,01/26/2020,0,0,0,0,0,0
817,Iraq,01/26/2020,0,0,0,0,0,0
818,Ireland,01/26/2020,0,0,0,0,0,0
819,Israel,01/26/2020,0,0,0,0,0,0
820,Italy,01/26/2020,0,0,0,0,0,0
821,Jamaica,01/26/2020,0,0,0,0,0,0
822,Japan,01/26/2020,4,0,1,4,1,0
823,Jordan,01/26/2020,0,0,0,0,0,0
824,Kazakhstan,01/26/2020,0,0,0,0,0,0
825,Kenya,01/26/2020,0,0,0,0,0,0
826,"Korea, South",01/26/2020,3,0,0,3,0,0
827,Kuwait,01/26/2020,0,0,0,0,0,0
828,Kyrgyzstan,01/26/2020,0,0,0,0,0,0
829,Latvia,01/26/2020,0,0,0,0,0,0
830,Lebanon,01/26/2020,0,0,0,0,0,0
831,Liberia,01/26/2020,0,0,0,0,0,0
832,Liechtenstein,01/26/2020,0,0,0,0,0,0
833,Lithuania,01/26/2020,0,0,0,0,0,0
834,Luxembourg,01/26/2020,0,0,0,0,0,0
835,Madagascar,01/26/2020,0,0,0,0,0,0
836,Malaysia,01/26/2020,4,0,0,4,0,0
837,Maldives,01/26/2020,0,0,0,0,0,0
838,Malta,01/26/2020,0,0,0,0,0,0
839,Mauritania,01/26/2020,0,0,0,0,0,0
840,Mauritius,01/26/2020,0,0,0,0,0,0
841,Mexico,01/26/2020,0,0,0,0,0,0
842,Moldova,01/26/2020,0,0,0,0,0,0
843,Monaco,01/26/2020,0,0,0,0,0,0
844,Mongolia,01/26/2020,0,0,0,0,0,0
845,Montenegro,01/26/2020,0,0,0,0,0,0
846,Morocco,01/26/2020,0,0,0,0,0,0
847,Namibia,01/26/2020,0,0,0,0,0,0
848,Nepal,01/26/2020,1,0,0,1,0,0
849,Netherlands,01/26/2020,0,0,0,0,0,0
850,New Zealand,01/26/2020,0,0,0,0,0,0
851,Nicaragua,01/26/2020,0,0,0,0,0,0
852,Niger,01/26/2020,0,0,0,0,0,0
853,Nigeria,01/26/2020,0,0,0,0,0,0
854,North Macedonia,01/26/2020,0,0,0,0,0,0
855,Norway,01/26/2020,0,0,0,0,0,0
856,Oman,01/26/2020,0,0,0,0,0,0
857,Pakistan,01/26/2020,0,0,0,0,0,0
858,Panama,01/26/2020,0,0,0,0,0,0
859,Papua New Guinea,01/26/2020,0,0,0,0,0,0
860,Paraguay,01/26/2020,0,0,0,0,0,0
861,Peru,01/26/2020,0,0,0,0,0,0
862,Philippines,01/26/2020,0,0,0,0,0,0
863,Poland,01/26/2020,0,0,0,0,0,0
864,Portugal,01/26/2020,0,0,0,0,0,0
865,Qatar,01/26/2020,0,0,0,0,0,0
866,Romania,01/26/2020,0,0,0,0,0,0
867,Russia,01/26/2020,0,0,0,0,0,0
868,Rwanda,01/26/2020,0,0,0,0,0,0
869,Saint Lucia,01/26/2020,0,0,0,0,0,0
870,Saint Vincent and the Grenadines,01/26/2020,0,0,0,0,0,0
871,San Marino,01/26/2020,0,0,0,0,0,0
872,Saudi Arabia,01/26/2020,0,0,0,0,0,0
873,Senegal,01/26/2020,0,0,0,0,0,0
874,Serbia,01/26/2020,0,0,0,0,0,0
875,Seychelles,01/26/2020,0,0,0,0,0,0
876,Singapore,01/26/2020,4,0,0,4,0,0
877,Slovakia,01/26/2020,0,0,0,0,0,0
878,Slovenia,01/26/2020,0,0,0,0,0,0
879,Somalia,01/26/2020,0,0,0,0,0,0
880,South Africa,01/26/2020,0,0,0,0,0,0
881,Spain,01/26/2020,0,0,0,0,0,0
882,Sri Lanka,01/26/2020,0,0,0,0,0,0
883,Sudan,01/26/2020,0,0,0,0,0,0
884,Suriname,01/26/2020,0,0,0,0,0,0
885,Sweden,01/26/2020,0,0,0,0,0,0
886,Switzerland,01/26/2020,0,0,0,0,0,0
887,Taiwan,01/26/2020,4,0,0,4,0,0
888,Tanzania,01/26/2020,0,0,0,0,0,0
889,Thailand,01/26/2020,8,0,2,8,2,0
890,Togo,01/26/2020,0,0,0,0,0,0
891,Trinidad and Tobago,01/26/2020,0,0,0,0,0,0
892,Tunisia,01/26/2020,0,0,0,0,0,0
893,Turkey,01/26/2020,0,0,0,0,0,0
894,Uganda,01/26/2020,0,0,0,0,0,0
895,Ukraine,01/26/2020,0,0,0,0,0,0
896,United Arab Emirates,01/26/2020,0,0,0,0,0,0
897,United Kingdom,01/26/2020,0,0,0,0,0,0
898,Uruguay,01/26/2020,0,0,0,0,0,0
899,US,01/26/2020,5,0,0,5,0,0
900,Uzbekistan,01/26/2020,0,0,0,0,0,0
901,Venezuela,01/26/2020,0,0,0,0,0,0
902,Vietnam,01/26/2020,2,0,0,2,0,0
903,Zambia,01/26/2020,0,0,0,0,0,0
904,Zimbabwe,01/26/2020,0,0,0,0,0,0
905,Dominica,01/26/2020,0,0,0,0,0,0
906,Grenada,01/26/2020,0,0,0,0,0,0
907,Mozambique,01/26/2020,0,0,0,0,0,0
908,Syria,01/26/2020,0,0,0,0,0,0
909,Timor-Leste,01/26/2020,0,0,0,0,0,0
910,Belize,01/26/2020,0,0,0,0,0,0
911,Laos,01/26/2020,0,0,0,0,0,0
912,Libya,01/26/2020,0,0,0,0,0,0
913,West Bank and Gaza,01/26/2020,0,0,0,0,0,0
914,Guinea-Bissau,01/26/2020,0,0,0,0,0,0
915,Mali,01/26/2020,0,0,0,0,0,0
916,Saint Kitts and Nevis,01/26/2020,0,0,0,0,0,0
917,Kosovo,01/26/2020,0,0,0,0,0,0
918,Burma,01/26/2020,0,0,0,0,0,0
919,MS Zaandam,01/26/2020,0,0,0,0,0,0
920,Botswana,01/26/2020,0,0,0,0,0,0
921,Burundi,01/26/2020,0,0,0,0,0,0
922,Sierra Leone,01/26/2020,0,0,0,0,0,0
923,Malawi,01/26/2020,0,0,0,0,0,0
924,South Sudan,01/26/2020,0,0,0,0,0,0
925,Western Sahara,01/26/2020,0,0,0,0,0,0
926,Sao Tome and Principe,01/26/2020,0,0,0,0,0,0
927,Yemen,01/26/2020,0,0,0,0,0,0
928,Comoros,01/26/2020,0,0,0,0,0,0
929,Tajikistan,01/26/2020,0,0,0,0,0,0
930,Afghanistan,01/27/2020,0,0,0,0,0,0
931,Albania,01/27/2020,0,0,0,0,0,0
932,Algeria,01/27/2020,0,0,0,0,0,0
933,Andorra,01/27/2020,0,0,0,0,0,0
934,Angola,01/27/2020,0,0,0,0,0,0
935,Antigua and Barbuda,01/27/2020,0,0,0,0,0,0
936,Argentina,01/27/2020,0,0,0,0,0,0
937,Armenia,01/27/2020,0,0,0,0,0,0
938,Australia,01/27/2020,5,0,0,5,0,0
939,Azerbaijan,01/27/2020,0,0,0,0,0,0
940,Bahamas,01/27/2020,0,0,0,0,0,0
941,Bahrain,01/27/2020,0,0,0,0,0,0
942,Bangladesh,01/27/2020,0,0,0,0,0,0
943,Barbados,01/27/2020,0,0,0,0,0,0
944,Belarus,01/27/2020,0,0,0,0,0,0
945,Belgium,01/27/2020,0,0,0,0,0,0
946,Benin,01/27/2020,0,0,0,0,0,0
947,Bhutan,01/27/2020,0,0,0,0,0,0
948,Bolivia,01/27/2020,0,0,0,0,0,0
949,Bosnia and Herzegovina,01/27/2020,0,0,0,0,0,0
950,Brazil,01/27/2020,0,0,0,0,0,0
951,Brunei,01/27/2020,0,0,0,0,0,0
952,Bulgaria,01/27/2020,0,0,0,0,0,0
953,Burkina Faso,01/27/2020,0,0,0,0,0,0
954,Cabo Verde,01/27/2020,0,0,0,0,0,0
955,Cambodia,01/27/2020,1,0,0,1,0,0
956,Cameroon,01/27/2020,0,0,0,0,0,0
957,Canada,01/27/2020,1,0,0,1,0,0
958,Central African Republic,01/27/2020,0,0,0,0,0,0
959,Chad,01/27/2020,0,0,0,0,0,0
960,Chile,01/27/2020,0,0,0,0,0,0
961,China,01/27/2020,2877,82,58,2877,58,82
962,Colombia,01/27/2020,0,0,0,0,0,0
963,Congo (Brazzaville),01/27/2020,0,0,0,0,0,0
964,Congo (Kinshasa),01/27/2020,0,0,0,0,0,0
965,Costa Rica,01/27/2020,0,0,0,0,0,0
966,Cote d'Ivoire,01/27/2020,0,0,0,0,0,0
967,Croatia,01/27/2020,0,0,0,0,0,0
968,Diamond Princess,01/27/2020,0,0,0,0,0,0
969,Cuba,01/27/2020,0,0,0,0,0,0
970,Cyprus,01/27/2020,0,0,0,0,0,0
971,Czechia,01/27/2020,0,0,0,0,0,0
972,Denmark,01/27/2020,0,0,0,0,0,0
973,Djibouti,01/27/2020,0,0,0,0,0,0
974,Dominican Republic,01/27/2020,0,0,0,0,0,0
975,Ecuador,01/27/2020,0,0,0,0,0,0
976,Egypt,01/27/2020,0,0,0,0,0,0
977,El Salvador,01/27/2020,0,0,0,0,0,0
978,Equatorial Guinea,01/27/2020,0,0,0,0,0,0
979,Eritrea,01/27/2020,0,0,0,0,0,0
980,Estonia,01/27/2020,0,0,0,0,0,0
981,Eswatini,01/27/2020,0,0,0,0,0,0
982,Ethiopia,01/27/2020,0,0,0,0,0,0
983,Fiji,01/27/2020,0,0,0,0,0,0
984,Finland,01/27/2020,0,0,0,0,0,0
985,France,01/27/2020,3,0,0,3,0,0
986,Gabon,01/27/2020,0,0,0,0,0,0
987,Gambia,01/27/2020,0,0,0,0,0,0
988,Georgia,01/27/2020,0,0,0,0,0,0
989,Germany,01/27/2020,1,0,0,1,0,0
990,Ghana,01/27/2020,0,0,0,0,0,0
991,Greece,01/27/2020,0,0,0,0,0,0
992,Guatemala,01/27/2020,0,0,0,0,0,0
993,Guinea,01/27/2020,0,0,0,0,0,0
994,Guyana,01/27/2020,0,0,0,0,0,0
995,Haiti,01/27/2020,0,0,0,0,0,0
996,Holy See,01/27/2020,0,0,0,0,0,0
997,Honduras,01/27/2020,0,0,0,0,0,0
998,Hungary,01/27/2020,0,0,0,0,0,0
999,Iceland,01/27/2020,0,0,0,0,0,0
1000,India,01/27/2020,0,0,0,0,0,0
1001,Indonesia,01/27/2020,0,0,0,0,0,0
1002,Iran,01/27/2020,0,0,0,0,0,0
1003,Iraq,01/27/2020,0,0,0,0,0,0
1004,Ireland,01/27/2020,0,0,0,0,0,0
1005,Israel,01/27/2020,0,0,0,0,0,0
1006,Italy,01/27/2020,0,0,0,0,0,0
1007,Jamaica,01/27/2020,0,0,0,0,0,0
1008,Japan,01/27/2020,4,0,1,4,1,0
1009,Jordan,01/27/2020,0,0,0,0,0,0
1010,Kazakhstan,01/27/2020,0,0,0,0,0,0
1011,Kenya,01/27/2020,0,0,0,0,0,0
1012,"Korea, South",01/27/2020,4,0,0,4,0,0
1013,Kuwait,01/27/2020,0,0,0,0,0,0
1014,Kyrgyzstan,01/27/2020,0,0,0,0,0,0
1015,Latvia,01/27/2020,0,0,0,0,0,0
1016,Lebanon,01/27/2020,0,0,0,0,0,0
1017,Liberia,01/27/2020,0,0,0,0,0,0
1018,Liechtenstein,01/27/2020,0,0,0,0,0,0
1019,Lithuania,01/27/2020,0,0,0,0,0,0
1020,Luxembourg,01/27/2020,0,0,0,0,0,0
1021,Madagascar,01/27/2020,0,0,0,0,0,0
1022,Malaysia,01/27/2020,4,0,0,4,0,0
1023,Maldives,01/27/2020,0,0,0,0,0,0
1024,Malta,01/27/2020,0,0,0,0,0,0
1025,Mauritania,01/27/2020,0,0,0,0,0,0
1026,Mauritius,01/27/2020,0,0,0,0,0,0
1027,Mexico,01/27/2020,0,0,0,0,0,0
1028,Moldova,01/27/2020,0,0,0,0,0,0
1029,Monaco,01/27/2020,0,0,0,0,0,0
1030,Mongolia,01/27/2020,0,0,0,0,0,0
1031,Montenegro,01/27/2020,0,0,0,0,0,0
1032,Morocco,01/27/2020,0,0,0,0,0,0
1033,Namibia,01/27/2020,0,0,0,0,0,0
1034,Nepal,01/27/2020,1,0,0,1,0,0
1035,Netherlands,01/27/2020,0,0,0,0,0,0
1036,New Zealand,01/27/2020,0,0,0,0,0,0
